build_year,country,make,model,avg_amount_damage
2000,LPAT,toyota,hiace24ds,822.64
2004,LPES,mercedes,slclass,0.0
2009,LPFI,citroen,c5,115.37055555555555
2005,LPES,citroen,c2,298.58241379310346
2004,LPNL,suzuki,drz,0.0
2011,LPAT,volvo,v50d2,1218.23
2002,LPNL,mitsubishi,spacestar,0.0
2006,LPAT,renault,trafickol1h1,3514.675
2003,LPAT,peugeot,406comfortli,0.0
2007,LPNL,daihatsu,cuore,0.0
2004,LPES,mazda,mazda6spor+pa,0.0
2008,LPAT,alfaromeo,15919jtdm,1099.826
2005,LPAT,bmw,318cicabrio,0.0
2003,LPNL,kia,sorento,596.0633333333334
2003,LPPT,peugeot,807,38.784
1998,LPPT,audi,a3diesel,0.0
1998,LPNL,ford,courier,0.0
2005,LPES,audi,a6avaquatti,0.0
2008,LPAT,volkswagen,tiguan,1222.4746666666665
2013,LPIN,honda,hondacity,0.0
2014,LPBR,renault,duster,0.0
2001,LPES,toyota,landcruiservx,0.0
2015,LPIE,audi,a4,311.70942446043165
2005,LPES,volvo,s80,278.2145454545455
2017,LPBR,generalmotors,cobalt,0.0
2015,LPIN,mercedes,merce250,0.0
2008,LPDE,audi,a6,1703.3835017421598
2013,LPNL,renault,master,1419.1908333333333
2017,LPNL,mercedes,claclass,370.296
2009,LPLU,audi,q5,177.98645833333333
2016,LPIN,marutisuzuki,mulalto800,0.0
2016,LPAE,nissan,navarasecspf,0.0
2010,LPES,landrover,freelander,882.9249152542374
2010,LPFI,mercedes,bclass,149.5566666666667
2007,LPHU,opel,combovc,84159.50333333333
2007,LPFI,chevrolet,captiva,187.28666666666666
2012,LPPT,mercedes,cclass,355.94227154047
2013,LPNO,nissan,leaf,10718.702127659575
2002,LPES,peugeot,206xrd,946.07
2003,LPLU,fiat,doblo,0.0
2007,LPBR,hyundai,tucson,0.0
2010,LPAT,ford,fiesta16,0.0
2004,LPIT,volvoel,v50,548.1354216867469
2009,LPFI,mitsubishi,outlander,68.91
2011,LPNL,kymco,people,0.0
2014,LPIE,jaguar,xf,431.65222222222224
2014,LPIE,toyota,landcruiser,161.60166666666666
2003,LPES,maqespecial,komatsuwa600,0.0
2005,LPFI,fiat,scudo,45.0
2002,LPES,bmw,540itouring,292.71
2006,LPNL,bmw,740,0.0
2008,LPES,fiat,bravo16actmu,315.2607692307692
2012,LPIN,jaguar,jaguar,0.0
2005,LPBE,volkswagen,touareg,332.6186666666666
2009,LPLU,skoda,octavia,70.97214285714286
2014,LPMX,honda,city,0.0
2006,LPPT,citroen,c5,245.24949999999998
2008,LPES,volvo,xc90,541.6109523809524
2000,LPDE,audi,a630tditipt,380.7892307692308
2014,LPES,porsche,cayenne,527.425
2016,LPSK,opel,insignia,319.0094285714286
2002,LPBE,opel,omegabreak,0.0
2015,LPSE,slpvagn,slpvagnslpmedkpa3500kg9502550,0.0
2002,LPBE,peugeot,307sw,0.0
2014,LPFI,skoda,rapid,245.8272727272727
2014,LPLU,seat,leon,606.9449999999999
2003,LPES,man,19414flt,0.0
2015,LPES,peugeot,308,979.0583152173914
2004,LPAT,peugeot,boxerpritsche,0.0
2000,LPDE,bmw,320ddpfaut,0.0
2010,LPAT,peugeot,807exclus22,479.805
2014,LPMX,mercedes,claclass,0.0
2007,LPPT,mercedes,sprinter311d,0.0
2007,LPPT,seat,ibizavandiese,0.0
2002,LPCH,volkswagen,transporter,0.0
2017,LPPL,skoda,octavia,44.142857142857146
2000,LPDE,volkswagen,boravariant1,0.0
2011,LPNO,landrover,freelander,2268.5
2009,LPPL,toyota,avensis,1386.5099692307695
2017,LPDE,bmw,5serie,65.09055555555557
2006,LPDK,hyundai,tucsonvanfl,0.0
2001,LPPT,mercedes,sclass,0.0
2004,LPCH,volvo,s604x4,0.0
2006,LPLU,opel,vectra,604.67
2004,LPPT,jaguar,stype,16.666666666666668
2006,LPHU,renault,kangoo,41233.456000000006
2012,LPMX,chevrolet,malibu,0.0
2006,LPDK,ford,focuscmaxvan,3174.324358974359
2014,LPMX,toyota,camry,0.0
2006,LPSE,ford,transit300m20125mwbdubbelhytt2005,1805.8
2006,LPFR,ford,smax18tdci,0.0
2005,LPDK,kia,k2700,0.0
2010,LPES,mercedes,sprintervc,1546.894814814815
2011,LPGR,opel,insignia,547.939393939394
2000,LPDE,mercedes,311cdisprintehochrkasten,175.44045454545451
2017,LPIE,iveco,daily,0.0
2007,LPDE,volkswagen,caddy,2087.3371028037377
2007,LPDE,opel,zafira19cdticatchmenow,1818.36375
2010,LPGR,volkswagen,touran,840.6666666666666
2012,LPLU,landrover,range,0.0
2015,LPES,volkswagen,passat,1173.1586885245906
2015,LPNO,volvo,v70,6849.692307692308
2017,LPDE,mercedes,glcclass,0.0
2007,LPBE,peugeot,partner170c,1654.5946000000006
2009,LPPL,volkswagen,jetta,1294.3096969696971
2005,LPNO,scania,r500lblast,0.0
2008,LPNO,opel,vectra,10043.942857142858
2008,LPNO,mercedes,cclass,6495.915555555555
2009,LPNO,ford,galaxy,9477.0
2008,LPCH,mercedes,sprinter515,1148.035
2006,LPUK,mitsubishi,l200pickup06,1295.6975
2015,LPPT,iveco,dailyvc,116.06
2009,LPTR,landrover,rangesport,452.29
2009,LPBE,renault,kangoo,2134.546070763502
2011,LPBE,peugeot,5008,807.6803333333337
2016,LPSE,nissan,qashqai,0.0
2015,LPFI,citroen,c4cactus,123.49
2006,LPCH,renault,traficvc,2437.1038461538465
2015,LPMX,toyota,tacoma,0.0
2009,LPHU,ford,focuscmax,102569.11142857143
2011,LPUK,citroen,jumpervc,487.6269791666667
2015,LPES,renault,grandscenic,1191.222
2008,LPSK,seat,ibiza,0.0
2003,LPCH,volvo,v40,0.0
2005,LPSE,ford,transit350lef20100mwb2004,0.0
2010,LPIT,bmw,x6,1057.2606666666668
2016,LPNO,toyota,rav4,515.0
2004,LPIE,hyundai,trajet,292.5
2007,LPPL,ford,transitconnect,1406.9866666666667
2008,LPBE,volvo,xc70,527.276
2003,LPFR,suzuki,bandit1200s,758.0
2008,LPIT,ford,telsmax,1284.7303968253966
2013,LPTR,skoda,yeti,858.26
2013,LPLU,citroen,c4aircross,0.0
2006,LPDK,ford,focusiiaut,3772.33
2008,LPPT,saab,93,491.104
2005,LPSE,iveco,daily40c14skpbil12m32005,0.0
2004,LPCH,honda,accord,0.0
2009,LPNO,peugeot,308,9477.851851851852
2003,LPPT,volkswagen,newbeetle,0.0
2007,LPDE,opel,astra18carav,3081.6
2009,LPPL,volkswagen,tiguan,338.165
2004,LPHU,volvo,v50,143562.8725
2004,LPTR,volkswagen,bora,3786.28
2011,LPNO,volvo,fll260last,0.0
2006,LPIT,mercedesel,slkclass,0.0
2007,LPDE,audi,a319tdidpfattraction,1365.6399999999999
2004,LPDK,citroen,jumper29kasse,3578.53
2003,LPFR,rover,7518tpack,178.865
2000,LPDE,volkswagen,golfiiivarbasisd,0.0
2005,LPIE,saab,93,519.74
2011,LPGR,fiat,500,145.2
2012,LPIT,seat,altea,1253.5729133858267
2006,LPDK,landrover,landrovervan,0.0
2012,LPCH,audi,q5,1241.9005405405408
2001,LPHU,volkswagen,transporter,149203.0
2019,LPIE,skoda,karoq,0.0
2000,LPDE,volkswagen,golftdihighline,0.0
2006,LPFR,audi,a3ii20tdi,618.0350000000001
2016,LPIT,fiat,500,1075.7564102564102
2005,LPFR,suzuki,liana14ddis,22.5
2007,LPNO,honda,accord,0.0
2010,LPUK,opel,insgna5dr105,295.69272000000007
2011,LPDE,citroen,jumpyl26sikombi,0.0
2014,LPFR,citroen,c3vuhdi70,0.0
2007,LPSE,ford,transitconnect18tdci90lwb2006,11692.102409638554
2013,LPDE,suzuki,sx4,0.0
2009,LPUK,fiat,ducatovc,0.0
2015,LPDE,ford,focuscmax,774.3108510638298
2007,LPGR,skoda,fabia,478.2173913043478
2017,LPUK,ford,fiesta,32.22222222222222
2016,LPUK,mercedes,gleclass,305.1928571428571
2012,LPHU,mercedes,glkclass,1109.675
2007,LPDE,volkswagen,crafter30tdihochrkasten,3064.653333333333
2012,LPNO,volkswagen,passatcc,11386.875
2005,LPFR,ford,focusiiititan,484.2638461538462
2008,LPNO,suzuki,grandvitara,12791.247500000001
2007,LPDK,volkswagen,jetta,2419.725
2015,LPBE,mercedes,aclass,265.42767441860457
2014,LPDK,peugeot,2008,827.5
2009,LPSE,peugeot,expert229l2h120hdi12q6m3120hk20,10706.727272727272
2012,LPUK,audi,s33dr12,68.52
2005,LPFR,citroen,c5hdi129,448.7081818181818
2009,LPHU,mazda,3,278049.405
2008,LPDE,bmw,520dtouringaueditionfleet,1603.0760000000002
2007,LPDE,mercedes,315cdisprintekasten,4366.44
2016,LPSE,volvo,s60,2217.0
2015,LPFR,skoda,fabia,602.5554999999999
2012,LPNO,peugeot,5008,6299.0
2005,LPFR,ford,transitconnect,646.4902380952382
2011,LPSE,mercedes,glkclassglk220cdiblueefficiency4mbusi,0.0
2012,LPDK,kia,ceed,4884.64
2005,LPFR,citroen,c214hdi,106.66400000000002
2008,LPFR,audi,a4iiiavtaed,625.6793333333334
2010,LPSE,volkswagen,golftdibluemotiontechmastersdsgva,6825.666666666667
2013,LPBE,audi,countryman,693.8016666666666
2005,LPIT,nissanel,xtrail,833.7435294117647
2010,LPNO,skoda,roomster,10075.0
2017,LPFR,volkswagen,golf,472.71727272727276
2008,LPIT,mercedes,aclass,1560.3737931034482
1999,LPFR,citroen,c15dbv5,0.0
2008,LPUK,honda,civic5dr08,223.75214285714287
2007,LPDK,mazda,5,3197.807
2002,LPUK,mercedes,sprintermwb00,0.0
2016,LPLU,renault,kangooexpress,0.0
2009,LPFR,peugeot,30816hdi90,1121.3277419354836
2013,LPNO,audi,mini,2343.5
2004,LPIT,renaultel,velsatis,1508.7499999999998
2007,LPIT,mercedes,bclass,1719.5522727272728
2007,LPFR,ford,focusiiisw,672.7843609022557
2015,LPBE,fiat,500,27.07
2007,LPDK,landrover,range,0.0
2006,LPIT,alfaromeoel,crosswagon,1354.2472727272727
2016,LPFR,mercedes,glcclass,678.7259375
2010,LPCZ,alfaromeo,giulietta,0.0
2015,LPBE,lexus,rx,354.1525
2017,LPUK,ford,edge,388.8666666666666
2010,LPSE,audi,a6,7764.652173913043
2010,LPUK,kia,sorento,218.885
2007,LPBE,alfaromeo,156,355.68
2004,LPFR,peugeot,30716hdi110,0.0
2006,LPBE,opel,vivaro29l2h2,1116.8
2005,LPFR,nissan,micraii15,669.94
2009,LPDE,mercedes,e220tcdiavantgardedpf,0.0
2008,LPDE,volkswagen,eos20tdidpfindividual,0.0
2016,LPFR,renault,clioestateint,0.0
2012,LPSE,volvo,s60d3163sssummum2012,0.0
2017,LPUK,mazda,3,0.0
3906,LPDK,toyota,corolla,0.0
2009,LPDE,mercedes,vito,2708.428888888889
2013,LPUK,volkswagen,sharan,193.196
2007,LPDE,volkswagen,jetta19tdidcomfortline,2419.3650000000002
2007,LPFR,bmw,z4coupe,0.0
2004,LPFR,citroen,jumperii33lh,740.535
2016,LPHU,ford,transitvc,0.0
2012,LPCZ,audi,q7,0.0
2007,LPDE,ford,cmax16tdciambiente,1811.96
2016,LPDE,volvo,xc70,446.05
2010,LPDE,ford,ka12trend,0.0
2004,LPFR,volvo,s40iii24,0.0
2010,LPUK,audi,s5sptbk10,0.0
2000,LPFR,citroen,jumper35lh,0.0
2008,LPPT,citroen,c6,1244.3
2006,LPNO,toyota,hilux4wdvare,47618.0
2007,LPDE,skoda,octavia19tdiambiente,2043.676
2009,LPUK,toyota,yaris3dr095,0.0
2018,LPLU,bmw,x2,0.0
2001,LPFR,renault,lagdyn1816v,0.0
2007,LPBE,opel,vivarovc,2992.6150000000002
2010,LPSE,mitsubishi,grandis24business7strauto2009,10222.0
2010,LPSE,volvo,xc60d3163drivemomentum2011,6229.588235294118
2010,LPSE,peugeot,30816hdimcpfap5dpremium2009,5761.0
2006,LPIT,piaggioel,quargo,327.59
2011,LPSE,renault,mastervc,21976.333333333332
2007,LPIT,bmwel,bmw320dmspor,852.605
2009,LPFR,renault,laguna5pdynam,941.89625
2007,LPFR,audi,a4avant19,804.3523076923076
2000,LPFR,mercedes,vito112cdi,580.5745454545454
2010,LPSE,ford,mondeo22tdci175businessedition2009,9711.5
2009,LPSE,renault,trafic20dcilwbl2h1115bhphalvglas,16710.0
2006,LPFR,citroen,berlingohdi90,993.9675
2017,LPIT,peugeot,experttepee,10750.31
2003,LPCZ,nissan,doublecab,12120.0
2014,LPSE,skoda,fabia,3161.0
2008,LPFR,audi,a4iii4paed,1198.0900000000001
2009,LPFR,lancia,deltadilusso,341.55
2010,LPIT,volvo,v70,1234.1016
2008,LPFR,mercedes,b170,2228.66
2011,LPSE,volkswagen,golf20tdi140hkgtvariant2011,0.0
2007,LPIT,renaultel,nscenic19dci,130.0
2010,LPSE,volvo,s6020t2032011,3050.0
2007,LPIT,renaultel,scen0715dci,3590.1866666666665
3913,LPDK,volvo,v40,4599.99
2008,LPDE,opel,movano25cdtidoppelkpritsch,3459.02
2006,LPFR,mercedes,aiicoupe180cdi,0.0
2009,LPFR,mercedes,a180cdi,449.54
2003,LPNL,mercedes,clk,422.865
2011,LPNL,mercedes,sclass,434.895
2006,LPAT,mitsubishi,canter35ctd,893.58
2009,LPAT,bmw,525da,852.6583333333333
2004,LPNL,suzuki,alto,211.71
2004,LPNL,man,lec,195.0
2009,LPNL,audi,tt,930.9183333333334
2009,LPNL,honda,jazz,1296.88
2010,LPAT,volvo,v50,1012.1200000000001
2012,LPAE,kia,sportage,760.75
2008,LPES,peugeot,partnerprehdi,477.7
2010,LPES,citroen,c8,597.41
2011,LPAT,hyundai,ix35,1868.0240000000001
2007,LPIE,chevrolet,epica,579.73
2010,LPAT,volkswagen,dokakastenlr,1414.1
2006,LPDE,bmw,535d,2455.905
2013,LPDE,audi,q520tfsihyb,0.0
2011,LPBE,volkswagen,touareg,1322.4625
2016,LPPL,renault,espace,2076.915
2013,LPAE,ford,edgese,573.0
2015,LPPL,mercedes,vclass,554.06
2014,LPPL,volkswagen,sharan,739.8733333333333
2003,LPHU,honda,accord,27131.52
2008,LPCH,volkswagen,crafter,3390.016666666667
2008,LPDE,mercedes,e280cdi7gtrclassicdpf,2335.2366666666667
2005,LPBE,audi,a2,0.0
2008,LPBE,bmw,3coup,1809.5249999999999
2007,LPHU,lexus,is,32640.0
2010,LPLU,honda,crv,621.19
2012,LPSK,lancia,delta,188.37833333333333
2009,LPBE,citroen,jumpy,1381.98
2007,LPFR,volkswagen,foxtrendpack,77.63636363636364
2008,LPSK,peugeot,partner,991.99
2010,LPHU,opel,zafira,267622.124
2006,LPDE,mercedes,c220cdiclassicdpf,3356.4750000000004
2016,LPES,honda,hrv,0.0
2006,LPCH,volvo,s60momentum,0.01
2013,LPSK,opel,vivarovc,30.54
2010,LPSK,renault,master,691.7059999999999
2007,LPSE,nissan,navara25dci4wdsedoublecab2007,17991.0
2012,LPES,alfaromeo,mito,881.24
2013,LPPL,mercedes,eclass,2312.32
2013,LPGR,ford,bmax,281.0
2007,LPDE,renault,grandespace2dynamique,3437.89
2018,LPES,nissan,nv400lcv,1324.64
2010,LPPT,volkswagen,scirocco137,51.49
2014,LPUK,fiat,doblo,223.85
2007,LPCH,bmw,525i,2643.7
2008,LPFR,bmw,335iacabriole,0.0
2010,LPDE,volkswagen,crossgolf20t,3264.6
2006,LPCH,alfaromeo,166luxury,2346.35
2015,LPRO,bmw,seria1,1067.5642500000001
2010,LPDE,bmw,730dblueperfo,1880.32
2005,LPSE,volvo,v50t5awdbusiness2005,11428.0
2010,LPCH,seat,leon,2480.82
2011,LPCH,skoda,superb,1289.7350000000001
2010,LPCH,citroen,c4picdyn,2727.46
2004,LPSK,alfaromeo,156,265.55131
2012,LPPT,seat,mii,400.49
2006,LPDE,mercedes,c200kompressoclassic,1179.89
2007,LPDE,mercedes,r280cdi7gtrdpf,3328.2
2009,LPES,tata,indica,491.71
2008,LPFR,opel,agilaenjoy,722.0774999999999
2004,LPFR,peugeot,607pack30v6,744.5033333333334
2010,LPCZ,toyota,yaris,6087.45
2006,LPDE,mercedes,e280tcdiclassicdpf,3436.48
2006,LPFR,audi,a4iiiavt27,602.55
2009,LPFR,ford,cmax20tdci,702.046
2009,LPUK,opel,insignia4dr09,800.4666666666667
2008,LPSE,bmw,series3325itouring2008,10477.2
2013,LPRO,volvo,s60,843.8869
2003,LPFR,peugeot,206xt14,255.0
2006,LPSE,saab,9319tid150hkvectorsportcombi20,9130.0
2008,LPDE,bmw,530ixdriveauteditionlifesty,2123.87
2009,LPSE,volvo,s8024d175summum2010,11685.5
2010,LPUK,lexus,is250con09,1056.49
2007,LPSE,volkswagen,golfplus20tdidpftrendline2007,2510.0
2008,LPFR,fiat,scudo,1344.87
2009,LPUK,mazda,35dr08,75.56
2004,LPFR,peugeot,6072216vbva,468.585
2004,LPUK,ford,tconctlw475,618.77
2011,LPSE,ford,grandcmax20tdci140titaniumpowershift2,13454.0
2007,LPFR,renault,clio16,1919.07
2010,LPUK,bmw,118dcon11,298.6466666666667
2008,LPDE,mercedes,315cdisprintekasten,6211.91
2009,LPDE,bmw,525dtouringeditionfleetp,2747.16
2007,LPUK,toyota,yaris5dnw06,166.05
2012,LPHU,citroen,berlingo,123333.375
2008,LPUK,citroen,c5est08,889.44
2009,LPUK,porsche,cayman2dr10,341.25
2007,LPSE,volvo,s4018flexifuelkinetic2008,12259.0
2007,LPFR,volkswagen,passatvswcar,554.77
2018,LPDE,mazda,6,2830.73
2012,LPBE,lancia,delta,640.43
2008,LPDE,mercedes,viano22cdieambientedpf,533.87
2009,LPDE,citroen,c5hdi135fapconfort,2160.575
2013,LPBE,honda,crv,472.8
2015,LPDE,peugeot,expertvc,2471.22
2008,LPFR,opel,movanoc2f3500,897.7
2008,LPFR,porsche,cayenne,1356.45
2006,LPFR,volkswagen,golfpluscfrt,819.92
2006,LPCZ,renault,laguna,23226.07
2008,LPDE,toyota,aygo,1219.17
2015,LPUK,audi,ctrymncprs155,0.0
2011,LPUK,audi,ctrymanone11,0.0
2003,LPFR,citroen,picassosx,259.0
2006,LPFR,mercedes,cclassc180k,2249.91
2008,LPDE,ford,focus1616vstyle,973.3
2012,LPTR,fordfocustrend16i125pspowershiftotmsw201,fordfocustrend16i125pspowershiftotmsw201,0.0
2011,LPTR,passat14tsi122hpcomfdsg,14tsi122hpcomfdsg,0.0
2014,LPTR,mercedesbenzeserisiyenie250cdi4maticelite,mercedesbenzeserisiyenie250cdi4maticelite,0.0
2011,LPTR,kangooexpressconfortkl65533a,kangooexpressconfortkl65533a,0.0
2009,LPBR,generalmotors,s10dc,0.0
2005,LPDK,kelberg,maskinanhnger,0.0
2005,LPFR,mercedes,eclass,72.8075
2001,LPES,peugeot,306breakboule,274.75916666666666
2004,LPPL,peugeot,boxer,6057.32
2007,LPNL,bmw,525,970.7711111111112
2008,LPAT,audi,a620tdidpf,658.838888888889
2002,LPES,mitsubishi,l200glx,461.22200000000004
2006,LPNL,daf,75,189.60619047619048
2003,LPAT,opel,zafirasportsl,0.0
2002,LPPT,nissan,np300,0.0
2007,LPAT,bmw,x320d,529.1066666666667
2001,LPPT,alfaromeo,147,0.0
2000,LPPT,honda,accord,0.0
2009,LPNL,peugeot,308,1111.5938461538458
2004,LPPT,alfaromeo,156,62.580175438596505
1997,LPAT,volkswagen,kastend,0.0
2001,LPES,nissan,vanettefurgon,2368.1749999999997
2006,LPPT,volkswagen,passat,252.9549529190208
2001,LPES,nissan,patrolctb,1315.51
2011,LPNL,seat,leon,894.2247528517112
2004,LPES,renault,espace,162.34551020408162
2009,LPNL,mercedes,aclass,843.4113333333333
2008,LPNL,think,city,0.0
2007,LPNL,mitsubishi,outlander,373.58426470588233
2006,LPNL,alfaromeo,159,586.8647709923663
2007,LPNL,ford,focus,790.6319452887539
2015,LPNL,audi,mini,638.6034782608696
2002,LPNL,opel,combovc,592.8929166666666
2000,LPNL,mercedes,vito,526.198
2006,LPAT,volkswagen,golfvariantgl,785.8687999999999
2002,LPNL,volkswagen,sharan,273.05333333333334
2002,LPAT,opel,omegaelegance,0.0
2001,LPES,mercedes,2628b6x4,0.0
2006,LPNL,hyundai,accent,0.0
2013,LPNL,renault,captur,418.57153846153847
1998,LPNL,volkswagen,caddy,0.0
2006,LPFI,toyota,yaris,91.11642857142859
2005,LPLU,bmw,x5,312.96999999999997
2004,LPFI,renault,scenic,76.49055555555555
2005,LPAT,peugeot,partnerwestern,0.0
2002,LPAT,volkswagen,lt46hrkasten,0.0
2013,LPNL,ford,fiesta,652.3893548387098
2001,LPNL,seat,inca,1790.265
2014,LPPT,peugeot,5008,147.79000000000002
2006,LPIE,volkswagen,passat4dr02,0.0
2013,LPNL,goupil,g5electrotruck,0.0
2008,LPNL,subaru,outback,769.655
2004,LPAT,chrysler,voyager33v6,0.0
2006,LPAT,peugeot,307activepro,0.0
2008,LPLU,renault,grandespace,373.2066666666667
2005,LPES,chevrolet,kalos,559.10375
2011,LPBR,mitsubishi,pajerotr4,0.0
2008,LPES,saab,93,533.9611538461538
2016,LPBR,renault,kangoo,0.0
2011,LPAT,ford,focus,762.78968
2007,LPES,toyota,landcruiser,599.8721739130435
2007,LPBR,volkswagen,passat,0.0
2006,LPLU,volvo,v70,128.88
2012,LPAT,volkswagen,caddymaxi16,438.43499999999995
2004,LPES,renault,mascott16035,306.63
2003,LPBE,peugeot,807,77.87275449101796
2012,LPFI,honda,crv,161.5095652173913
2015,LPBR,mitsubishi,pajerotr4,0.0
2008,LPES,suzuki,jimny,703.2378947368421
2005,LPLU,mercedes,mclass,431.36400000000003
2015,LPIE,citroen,c4grandpicasso,454.8469696969697
2006,LPFI,citroen,jumper,256.85
2009,LPFI,volkswagen,crafter,367.326
2017,LPIE,volkswagen,polo,0.0
2012,LPAE,mitsubishi,l200pickup,707.5
2005,LPFI,hyundai,tucson,0.0
2013,LPIE,volkswagen,crafter,0.0
2002,LPNL,ford,fiesta,491.8233333333333
2004,LPBE,citroen,c8,321.8453535353536
2012,LPFI,toyota,hilux,415.9999999999999
2011,LPAT,ford,mondeo,956.9571428571429
2009,LPES,suzuki,jimny,879.0321428571427
2003,LPES,peugeot,307xsi,968.12
2007,LPES,lexus,is250,564.012
2003,LPBE,peugeot,307break,25.606376811594206
2004,LPCH,mercedes,clk270elegan,0.0
2012,LPES,volvo,xc90,1073.4088000000002
2006,LPDE,volkswagen,caravelle,3573.7667857142856
2014,LPFR,landrover,evoque,821.6368852459016
2013,LPFI,opel,vivarovc,138.35399999999998
2013,LPPL,opel,combovc,902.298
2005,LPLU,opel,vectragts,419.88000000000005
2002,LPBE,mercedes,vito108cdi,0.0
2003,LPFI,fiat,ducato,321.36
2002,LPBE,peugeot,experttepee,0.0
2010,LPRO,bmw,3serie,0.0
2008,LPLU,bmw,3coup,287.9588888888889
2016,LPPT,peugeot,partner,276.0307623318384
2017,LPNL,citroen,c4cactus,0.0
2009,LPAE,honda,accordlx,484.53333333333336
2013,LPPL,opel,astra,1639.9231384615382
2010,LPBE,mercedes,glclass,0.0
2015,LPFI,toyota,yaris,450.03999999999996
2014,LPNO,toyota,hilux,1271.0
2002,LPBE,mercedes,mclass,0.0
2009,LPNL,audi,a5,954.5874725274723
2015,LPPT,mercedes,claclass,66.11714285714287
2004,LPPT,landrover,discovery,0.0
2016,LPAT,peugeot,5008,0.0
2010,LPNL,daf,fag,0.0
2011,LPIT,infiniti,fx,592.8257142857144
2003,LPBE,chrysler,ptcruiser,0.0
2013,LPFI,citroen,jumper,640.505
2001,LPDE,bmw,520i,0.0
2015,LPES,mercedes,cclass,763.6684
2002,LPDK,trailer,peki,0.0
2013,LPIT,landrover,discovery,1487.784
2000,LPBE,volkswagen,passat,0.0
2002,LPCH,ford,mondeo,0.0
2008,LPLU,mazda,6,215.755
2005,LPPL,volkswagen,passat20tdiau,0.0
2010,LPFI,citroen,jumpy,0.0
2015,LPNO,mercedes,2558lactros,0.0
2008,LPLU,audi,q5,216.0
2001,LPBE,mercedes,vario815d,0.0
2015,LPIT,audi,a3,1081.0350210970464
2000,LPES,volkswagen,polo60concept,0.0
2013,LPUK,mercedes,sprintervc,498.71477477477464
2006,LPDK,skoda,octavia,4704.722972972973
2014,LPDE,bmw,x5,1995.712045454546
2008,LPBE,volkswagen,passat,644.4212741312747
2012,LPSE,volvo,v60,3876.4192307692306
2015,LPSE,volvo,v60,2770.4354066985647
2014,LPAT,renault,espace,0.0
2011,LPCH,volkswagen,tiguan,994.5090909090909
2012,LPCH,audi,s5,631.36
2014,LPLU,renault,megane,176.43749999999997
2014,LPNO,bmw,1serie,8384.666666666666
2011,LPAT,mitsubishi,outlander,468.15749999999997
2000,LPDE,ford,focus18difutura,0.0
2008,LPIT,volkswagen,passat,1459.2540999999999
2007,LPPL,ford,tourneoconnect,3248.747619047618
2013,LPMX,peugeot,508,0.0
2014,LPGR,fiat,doblovc,287.0
2015,LPLU,landrover,rangesport,332.17333333333335
2012,LPFI,ford,ranger,261.27
2005,LPUK,nissan,navara055,0.0
2010,LPSE,audi,a620tdi170hkmultitronicavant2,9129.666666666666
2007,LPDE,volkswagen,golf,1727.4937735849069
2009,LPDE,mercedes,316ngtsprintehochrkasten,0.0
2006,LPDK,opel,astra19dt120,0.0
2013,LPNL,suzuki,alto,1093.1607999999999
2010,LPBE,volkswagen,tiguan,435.3282608695653
2001,LPDK,audi,a6,0.0
2013,LPSE,volkswagen,touaregv6tdibluemotiontechnology2012,0.0
2013,LPNO,nissan,nv200,4366.833333333333
2008,LPIT,citroen,c3,2188.0959999999995
2008,LPNO,suzuki,grandvitaraxl,0.0
2008,LPPT,isuzu,dmax,428.80636363636364
2012,LPLU,mercedes,aclass,0.0
2000,LPDE,volvo,v70d5blackedition,849.1233333333333
2016,LPNO,scania,p280,0.0
2006,LPPT,nissan,note,1127.84
2000,LPDE,mercedes,c220cdiavantgardedpf,487.435
2005,LPDK,mercedes,313cdi4025,3065.525
2009,LPCH,ford,rangerlimite,0.0
2002,LPDK,mercedes,e270cdi,0.0
2012,LPBE,citroen,c4,648.6727586206897
2005,LPBE,mazda,2,80.7
2011,LPUK,lexus,rx,285.91318181818184
2007,LPDE,volkswagen,polo14tdidptrendline,1489.0983606557375
2006,LPDK,audi,a6avanttip,0.0
2017,LPPL,nissan,micra,607.7083333333334
2011,LPNO,hyundai,i40,5385.0
2010,LPCH,ford,ranger,1063.71
2012,LPPT,renault,grandespacei,112.186
2009,LPIT,renault,espace,1613.8534285714281
2008,LPNO,kia,carnival,14611.51
2006,LPDK,volkswagen,passatcomfline,2822.455
2007,LPNO,iveco,50c18buss,0.0
2004,LPIT,opelel,zafiramy45,302.52
2006,LPPL,bmw,x5,0.0
2005,LPDK,scania,r340,0.0
2014,LPPL,skoda,citigo,0.0
2013,LPTR,toyota,rav4,0.0
2010,LPCH,audi,q7import,0.0
2007,LPPL,toyota,hilux,534.68
2008,LPHU,skoda,roomster,144882.13333333333
2000,LPDE,volkswagen,transportersynkombi,0.0
2014,LPTR,ford,tourneo,1494.49
2009,LPUK,honda,crv,127.66181818181818
2009,LPUK,audi,a6est09,323.7420000000001
2001,LPFR,renault,cliovauthent,362.6548275862068
2012,LPUK,ford,smax,176.85852173913045
2014,LPUK,nissan,juke,121.39775700934577
2009,LPFR,renault,mastervc,1812.2776923076926
2007,LPUK,volkswagen,tsptrt30s07,0.0
2015,LPDK,skoda,superb,3570.9990909090907
2004,LPFR,citroen,jumperii29c,967.7539999999998
2013,LPFR,bmw,5serie,1067.0445238095238
2005,LPFR,citroen,berlingoii,540.3570731707317
2013,LPFR,peugeot,expertvc,1631.8309677419363
2005,LPFR,bmw,120d5pe87,226.64545454545453
2012,LPDK,volkswagen,passat,5021.466799999998
